loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,lr
4.289216041564941,0.12138158082962036,3.688122272491455,0.0925000011920929,0.0010000000474974513
3.438164234161377,0.16304276883602142,3.202704429626465,0.2166406214237213,0.0010000000474974513
3.035207748413086,0.24754934012889862,2.8605918884277344,0.28148436546325684,0.0010000000474974513
2.765683650970459,0.2906332314014435,2.6691715717315674,0.3064843714237213,0.0010000000474974513
2.611004590988159,0.31438323855400085,2.5491790771484375,0.3264843821525574,0.0010000000474974513
2.509808301925659,0.3300493359565735,2.463815689086914,0.34242188930511475,0.0010000000474974513
2.428373336791992,0.3482072353363037,2.3893682956695557,0.3529687523841858,0.0010000000474974513
2.3505687713623047,0.36570724844932556,2.3295578956604004,0.3657812476158142,0.0010000000474974513
2.279109239578247,0.37865954637527466,2.2663803100585938,0.37742188572883606,0.0010000000474974513
2.208348035812378,0.3957236707210541,2.2013602256774902,0.3968749940395355,0.0010000000474974513
2.145852565765381,0.41189146041870117,2.139991283416748,0.41062501072883606,0.0010000000474974513
2.0870697498321533,0.4252549409866333,2.090669631958008,0.42500001192092896,0.0010000000474974513
2.032578945159912,0.43576478958129883,2.045534610748291,0.4412499964237213,0.0010000000474974513
1.9822783470153809,0.4493503272533417,1.9999929666519165,0.4506250023841858,0.0010000000474974513
1.9377752542495728,0.4600904583930969,1.967448115348816,0.45359376072883606,0.0010000000474974513
1.8856000900268555,0.4749753177165985,1.930345058441162,0.4660937488079071,0.0010000000474974513
1.841900110244751,0.48662006855010986,1.9004671573638916,0.4728125035762787,0.0010000000474974513
1.8010878562927246,0.4950493276119232,1.8734683990478516,0.4800781309604645,0.0010000000474974513
1.761138677597046,0.5076645016670227,1.852283000946045,0.48429688811302185,0.0010000000474974513
1.7201839685440063,0.51641446352005,1.8406387567520142,0.49070313572883606,0.0010000000474974513
